num_opportunities,EMP_2016
1,304694.05831676
2,389946.27954734
3,505826.84422898
4,552737.11966858
5,547442.31551748
6,342568.37468804
7,447450.14120668
8,395845.74890764
9,297697.62840076
10,387620.66789794003
11,337462.87429974
12,357991.37278064
13,436547.72959338
14,477342.62094158
15,380423.792896
16,500344.10169598
17,405817.66463448
18,447261.55751248
19,452361.84754708
20,505726.81285719003
21,543133.29135498
22,562585.60558558
23,567579.61910419
24,502035.92175298
25,561914.87835858
26,636538.33103056
27,556586.60824398
28,570026.37141618
29,603360.04622597
30,582374.35648518
31,584156.49961978
32,598863.0037857901
33,601496.34462546
34,600454.19982746
35,468243.08046278
36,602235.37461709
37,632414.4598938
38,637975.16870629
39,635763.88466627
40,658175.35481857
41,624951.80577686
42,623055.52608046
43,614530.58437669
44,626874.45203206
45,628601.56858656
46,692195.00284025
47,708018.52420914
48,684662.15054297
49,640322.72985947
50,646665.6171236701
51,645267.08206129
52,654341.81264016
53,559004.54833228
54,659198.2120435
55,674158.86770717
56,703478.12667875
57,717208.74573034
58,687825.97247934
59,656591.58408674
60,659034.69857528
61,681893.36436336
62,655577.16851236
63,665915.45917216
64,279396.80276156
65,532611.43285738
66,553881.99435698
67,595570.29412709
68,626011.6700988
69,656167.89898859
70,617233.70891589
71,661934.21159034
72,630838.19883779
73,643861.09532854
74,655238.18175546
75,661320.95479256
76,675412.00453716
77,696781.8551389601
78,591135.726112312
79,542061.64255078
80,575472.74329969
81,602007.7967771901
82,628226.88482576
83,622631.14121036
84,635698.67540916
85,643941.52238916
86,664435.13752376
87,681737.19611136
88,561994.646782132
89,509179.326293552
90,536905.21443078
91,507687.76703398
92,629171.96119156
93,670392.42843576
94,694974.45357973
95,708250.72559483
96,703359.34407903
97,659982.86921096
98,673391.83419056
99,580226.82015709
100,541650.02888149
101,629217.79202846
102,642977.14162056
103,738848.34260843
104,774605.98517885
105,748468.65359705
106,709353.16830918
107,681985.84909336
108,479547.315341
109,606152.33873146
110,635787.79679616
111,705289.5609594301
112,744324.29905773
113,699229.30805503
114,646199.41007556
115,679966.50859226
116,695264.42576646
117,584761.99342698
118,632272.40808586
119,663612.86562298
120,663586.36158328
121,679236.84019416
122,668175.55270136
123,626821.63643128
124,614758.09985188
125,549709.18811008
126,577839.0255581801
127,617046.87985668
128,637911.85928506
129,654747.41839326
130,639290.6589393601
131,616418.23600328
132,642089.01934336
133,645309.62473256
134,677362.09597905
135,617862.2285454801
136,487540.9955141
137,617862.2285454801
138,684073.38222686
139,661278.17321918
140,617199.34823838
141,588138.30264338
142,654730.73620858
143,691644.60437573
144,589337.86605268
145,695087.51098786
146,757147.87703957
147,16745.5369016
148,83546.30350558
149,528643.07586748
150,521584.07692758
151,451304.26949518
152,425229.504077772
153,486736.638056682
154,601360.352243812
155,543724.288654232
156,477372.271254752
157,442247.323634352
158,402037.0128348
159,491975.67488320003
160,552968.19332598
161,677554.69643254
162,662111.08572396
163,102828.50624906
164,245372.50651796
165,394722.24338390003
166,277078.33224206
167,185414.20686146
168,548999.27470371
169,477002.7310803
170,490000.4284444
171,541644.8154769
172,450180.645079
173,320642.55941126
174,646578.06059066
175,481084.44723437
176,586009.43832936
177,614430.53370368
178,543579.96248308
179,494666.2238294
180,388003.5331898
181,554074.38128448
182,528820.75991108
183,419907.26769727
184,531156.76384038
185,441353.17739817
186,423034.270559732
187,566104.4491140121
188,579859.96889568
189,573563.61814358
190,532768.24301058
191,514073.04984608
192,643973.91293968
193,539487.03975358
194,745287.24691535
195,617195.20535228
196,439019.63369428
197,744884.93685635
198,608295.50285358
199,419798.50961358
200,627705.12653415
201,572355.6040565
202,415699.41301828
205,563691.94188578
206,470594.70310728
207,334235.24350157
208,639296.00585723
209,416643.86502428
210,590325.72459479
211,573895.95025029
212,450404.78602237
213,421201.83023077
214,263222.04351068
215,685872.31264379
216,395633.13380175
217,517120.94857847
218,432414.26066277
219,433588.02718197
220,324633.54478798
221,143340.44749222
222,433501.27429227
223,58253.43987061
224,504713.44131587003
225,78841.58559161
226,90553.539788052
227,242057.701058562
228,254817.220026352
229,164668.566327452
230,75715.346449752
231,161914.27384544
232,237218.96072612
233,210765.981532672
236,140646.47624404
237,86075.2580141
238,95617.4041116
239,334482.4059208
240,549248.19437647
241,99051.17357114
242,192899.96126693
243,213602.50959394
244,545939.69918537
245,307154.05617234
246,258574.82547281001
247,321713.11401689
248,360390.43224124
249,364607.71688849
250,126703.47377866
251,73531.84092256
252,110316.35715530001
253,57746.2734554
254,452590.24737409
255,322396.67943861
256,191964.51095124
257,93446.28139201
258,204693.90095639
259,90204.00120443
260,79086.84443404
261,61089.3444534
262,94947.28603051
263,54043.0567926
264,337505.433061
265,47060.56598832
266,76903.59663603
267,43515.82652284
268,207485.71455139
270,371603.51653337
271,386853.91180115
272,146451.09229902
273,155405.31925242
274,327176.93626227
275,241638.80625228
276,89936.18253688
277,264170.80580591003
278,77731.70340268
279,418131.79529321
280,62849.98266828
281,140439.45261115
282,48231.6315274
283,164759.89505333
284,170373.04015465
285,106466.58514117
286,39230.60469491
287,76483.92380433
288,50830.04846273
289,53395.36062536
290,44091.15161506
291,463595.05174853
292,281518.79874685
300,25263.13871761
301,20851.82179293
302,14496.32708047
303,16122.912535
304,21193.46857027
305,73922.60948446
306,20887.55253507
307,30888.99394287
308,19264.17484397
309,256002.70097849
310,29906.873639870002
311,7270.88044247
312,14554.317494660001
313,11895.20033732
314,30385.61310717
315,31507.61984057
316,104723.31364061
317,90548.71812146
318,47831.80018702
319,218715.79073794
320,160509.52756094
321,65962.60532899
322,89531.06660454
323,36114.40707467
324,35578.6280674
325,59216.21394522
328,158034.23794194
329,52240.83567922
330,38419.6662057
331,294206.04076487
332,27103.115869100002
333,63427.68090742
334,1324.564465
400,9822.4378324
401,11972.640916600001
402,12743.6184684
405,14869.9571934
406,18489.8965632
407,15947.4997501
408,30654.9928402
409,60449.39249731
410,109104.80619503
411,421255.32219454
412,63091.42451466
413,24383.03525945
414,63715.91440221
415,18086.19137555
416,37056.13104545
417,10342.41336513
418,89858.50415594
420,44315.05528535
421,14957.6156998
422,15834.4925518
423,13591.739743
424,14954.6987951
425,14279.8513035
426,15190.8696989
428,9693.8143077
429,8396.657101499999
430,4668.5314690000005
433,109995.30220623
434,22853.95664081
435,3402.1453020000004
500,64866.16197758
501,30413.2202903
502,36334.5514731
503,26050.3985031
504,25701.549473
505,31763.556064099997
508,18431.4610463
509,18845.2493658
510,18570.2611007
511,27598.1668949
512,24975.7551348
513,22105.3241706
514,23988.7568239
517,505109.760865
518,305243.80804838
519,168017.53434768
520,215741.15538868
521,110364.02646428
522,47779.049431
523,56643.795936
524,34616.1904327
525,396580.56971396
527,16785.7152142
530,14753.6354737
531,120796.74465487999
532,33297.340635
533,18253.9378148
534,343835.80825646
535,94243.14884108
536,200645.52727207998
537,444844.6375774
538,15733.5476912
539,503027.8145205
540,10752.9473611
541,288456.43428348
542,31867.5631231
543,24679.2149657
544,24217.011686
545,36291.2274802
548,6632.5964147
549,6319.2327666
550,19062.9271705
551,8137.5718535
554,178435.11727166
555,297712.71623526
556,402571.5979159
557,227066.42772756
558,303165.21808026
559,394301.38129347
560,206737.09776376
561,242560.97406946
562,283675.45161976
563,340554.25017896
564,84255.66259028
565,142798.01030919
566,168280.97076169
567,88993.96961696
570,1746.5331316
571,4219.4067373
572,5662.1937092
573,9370.5683232
574,10147.7140758
575,3235.722042
577,100875.27434088
578,180165.15098086
579,340741.16677708
580,103161.03345918
600,36623.220020400004
601,19013.9567006
602,31121.9148679
603,17824.3664306
604,31793.6964796
605,33606.6575563
606,29044.1490955
607,17435.5175444
608,23136.8881688
609,75617.02360356
610,38289.76529785
611,207488.09452175
612,37665.7225032
613,223122.39213805
614,36675.468845460004
615,60481.51858465
616,21173.51893225
617,36317.41635735
618,70816.30731455
619,32321.08217475
620,38628.57283852
621,39478.27196015
622,40987.50506675
624,19080.807825070002
625,17223.3008827
626,492.7850103
627,14787.80649697
628,14843.4944932
629,14805.54212427
630,14860.12206897
631,8389.69773347
632,4017.50588617
633,5557.37610317
634,3296.02761919
635,240.59718442000002
636,33288.51613037
637,34250.6027155
638,11018.8936146
639,9939.0719948
640,27721.05109647
641,18885.373950999998
642,16338.67324077
643,12034.13349297
644,27329.85053417
645,14236.28282437
646,12968.25432167
647,12496.16506587
650,30705.8457001
651,45071.2682161
652,27093.5972167
653,45654.6244706
654,162619.70276998
655,31310.2276444
656,220385.34828009
657,50289.9805406
658,31434.6133564
659,29674.37994713
660,34998.1185417
661,35998.75270363
662,14784.06029
663,31694.657733750002
664,8330.3015573
665,51733.4670545
666,379209.0887853
667,39983.5855029
668,68543.5396676
700,8330.3015573
701,3446.3236343
702,14063.8154546
703,11459.4728435
704,9695.1674673
705,70369.7326628
706,79557.00883969999
707,38034.1162948
710,38506.502578
711,69384.2959378
712,44955.6867694
713,25325.9155032
714,20072.93551
715,17729.6597549
716,16584.695558
717,10231.4557871
718,41081.601205599996
719,261267.995083
720,42554.9910716
723,45056.3414748
724,12836.6959705
725,135082.2690763
726,9338.9612355
727,12736.4153629
728,11796.548707400001
731,38590.4809006
732,9750.1300102
733,102736.9967497
734,156552.5166424
735,19869.1471246
736,581124.94405121
737,253694.57095441
738,351636.21192338
739,123284.6493143
740,88130.8083986
741,222872.0652407
742,221972.1603436
743,21123.3776474
744,250731.38325891
745,88882.50054158
800,32.68154633
801,23900.324852600002
802,61706.2908565
803,24928.62786118
804,254505.59308018
805,18919.3373591
806,52442.62404878
807,406848.97590946
808,311462.16162018
812,67269.361116852
813,66916.768940562
814,48221.897475462
815,28302.545941152
816,55523.492669772
817,74550.887392272
818,69928.525125852
819,73984.87467651001
820,79883.11939126201
821,36934.174115672
824,300665.0527716
825,307859.787144452
826,459089.725171592
827,422466.20813806
828,551724.44552598
829,10935.071630252
830,11038.6096209
831,362558.401961812
832,199618.220428462
833,103592.797492762
834,63573.016470462004
835,89477.869161062
836,549959.496830532
837,334923.078667632
894,61053.7224056
895,231119.03768871
896,205872.49863395
897,23169.8068685
898,41809.86011741
899,12857.4874558
900,27785.45772591
901,29041.807290509998
902,26317.49030291
903,38538.358636209996
904,84046.70011301
905,17920.70115396
906,20968.13740297
907,16153.596108009999
910,198691.1149656
911,36082.8300476
912,23864.23478091
913,276832.01775011
914,29371.970536599998
915,134551.91488951
916,29655.6464228
917,77732.7928354
918,40794.7032889
919,28514.24947081
920,30809.144493
921,46915.62852971
922,34691.907921109996
924,32575.10982287
925,12529.06580155
926,15021.28497316
927,24950.53088472
928,11503.20769082
931,26392.87959751
932,20695.09829
933,25714.87171516
934,23296.070752
935,22919.6606138
936,25618.95965535
939,189359.494440852
940,30557.731515532
941,32064.006538922
942,15466.04359797
943,18569.857851099998
944,24252.20714747
945,28941.79687682
946,22446.75904787
949,13925.489485962
950,175236.46141091
951,37279.070532812
952,113352.903851612
953,124479.3288783
954,41311.490326212
955,22205.10213771
958,31464.2092721
959,9915.8390119
960,13768.2093907
961,28828.6288707
962,13431.3151512
963,59660.256152199996
964,39832.541928779996
965,17946.223283
966,26131.9213153
967,35399.701133099996
968,40037.8254267
969,95636.83158554
970,160860.87824384
971,101850.69569374
972,10677.4617066
973,20651.810911599998
974,53872.163807799996
975,29776.7171591
976,2113.309602
977,10954.8792264
978,3082.5186264
979,22360.2746004
980,30688.7573093
981,9729.7194711
982,23459.4631575
983,23665.9631673
984,3024.2682640999997
999,37481.17118898
1000,9102.390478500001
1001,5976.3029875
1002,10370.900031500001
1003,13588.61626801
1004,3823.20454784
1005,4097.45318869
1006,46838.22195719
1007,103879.30893154
1008,4167.53935584
1009,76153.40605078
1010,31374.42985832
1011,50970.11379319
1012,22159.26601882
1013,64062.24201033
1014,898.8967064
1015,58984.2144704
1016,36750.0338841
1017,49383.0431903
1018,54884.157014000004
1019,81522.8473786
1020,52767.19290517
1021,60585.03934107
1022,34607.63272887
1023,88927.30891657001
1024,65851.11666686
1025,89952.0534346
1026,80921.70907656
1027,70649.88282246
1028,56813.147893170004
1029,66460.97587586001
1030,267486.9302677
1031,17856.728428899998
1032,2647.1760448
1033,4836.4138839
1034,4410.515375800001
1035,8649.9054493
1036,81339.35565125
1037,37423.21383355
1038,14819.0045701
1039,12740.1445081
1040,7906.1433472
1041,26806.8480959
1042,26846.94070026
1043,51519.968059
1044,44160.43643255
1045,57574.28485225
1046,55578.427759750004
1047,38067.32171065
1048,85503.28959055
1049,106677.31436395
1050,135360.16909244
1051,66854.3384049
1052,112195.75758735
1053,108129.73162951
1054,94358.88181825
1055,148631.08719244
1056,95825.51882324
1057,126922.62381232
1058,111283.85934965
1059,146307.30874784
1060,77207.34781874
1061,85316.49355243
1062,97162.75456054
1063,67267.35252709
1064,66058.99644329
1065,73454.92443933
1066,56402.91844519
1067,57423.8131951
1068,10124.4525252
1069,68965.06907513
1070,35384.52512648
1071,6178.7281756
1072,52835.72443959
1073,73702.18319767
1074,94725.42844935
1075,15819.9932257
1076,23782.4448319
1077,25795.031204760002
1078,10063.029521100001
1079,17015.85570696
1080,2587.7971012
1081,29735.58054265
1082,13667.9391596
1083,5342.66595815
1084,42968.02941825
1085,83164.01820806
1087,8995.9721955
1088,22888.512804859998
1089,9321.1290476
1090,4760.088232
1091,6340.8881509
1092,3960.0788795
1093,104112.81507056
1095,91422.08760799
1096,4398.41090471
1097,67483.72761139
1099,102464.1360674
1100,2858.8440474999998
1101,3313.7681052
1102,8166.46018142
1103,5714.53543441
1104,4171.53812321
1105,9285.77805501
1106,9385.08480662
1107,8622.879541
1108,10018.2579683
1109,6878.78818792
1110,9535.37308462
1111,22162.80662507
1112,37917.46775097
1113,4740.53223999
1114,2062.05212246
1115,3286.2414981800002
1116,8834.24090506
1117,24336.30354846
1118,12532.6526964
1119,37904.54345146
1120,20516.30472246
1121,7611.515800300001
1122,35611.10700896
1123,16808.3746824
1124,14467.787241600001
1125,44116.57683956
1126,59556.80157206
1127,2564.8333519
1128,3247.12442816
1129,6298.62734408
1130,2332.05643849
1131,9792.15592966
1132,2487.9428118
1133,2417.14131659
1134,5896.8148902699995
1135,3439.52872156
1198,4512.20681151
1200,6384.6344562
1201,8751.6784433
1202,6898.3166898
1203,9068.8277331
1204,5858.3732849
1205,5523.0042727
1206,8510.3592436
1207,5891.8509443
1209,21139.26415358
1210,12754.4190175
1211,7213.6297253
1212,9175.1377546
1213,11123.2213249
1214,9005.573158899999
1215,15796.752011
1216,7462.5406739850005
1217,2952.1305248999997
1218,38363.11988158
1219,40949.62802448
1220,83899.61117193999
1221,22570.80474866
1222,52437.80031978
1223,13862.52152296
1224,83605.74601424
1225,12840.07483006
1226,31613.47319344
1227,33025.85570788
1228,30063.89850577
1229,7326.47234577
1230,10633.46506626
1231,7875.00137936
1234,3537.9582500107
1235,1722.02284354
1236,2750.61553814
1237,3831.93498233
1238,3681.550312
1239,4122.5940497107
1240,2320.21619994
1241,2156.4570337507
1242,2748.02955794
1243,2538.4705723
1244,1891.4718978107
1245,6068.551673800001
1246,20108.659145110698
1249,8423.59842976
1250,3959.19456687
1251,6259.9449044600005
1252,7241.51884166
1253,27088.515721895
1254,9601.537391670001
1255,10889.51071789
1256,9236.57425836
1257,6646.8655568
1260,3312.2689941
1261,8937.21284969
1262,3324.97333925
1263,23155.9638127507
1264,12059.24469035
1265,11810.10090885
1266,13457.83144455
1267,24540.270592935
1270,5264.1664898300005
1271,25623.535646930002
1272,26459.35244123
1273,31831.34719449
1274,31460.61144639
1275,6539.79129519
1276,24325.59302489
1277,67248.419572265
1278,9881.47183135
1279,8840.54650345
1280,8021.40902475
1281,44222.55804884
1283,7784.9616437
1284,8114.8796447
1285,5832.3646737
1286,3333.4668443
1289,12022.0970568
1300,32782.18591408
1301,25970.665926679998
1302,1126.215183
1303,17664.03260268
1304,27722.17462378
1305,34116.79352628
1306,44077.31533028
1307,6366.235953779999
1308,11665.79476221
1309,95950.31607778
1310,6504.39860561
1311,8262.64846115
1312,6058.12199183
1313,10800.3392678
1314,7444.2165716
1315,7998.01076783
1316,13541.41329768
1317,11127.47540238
1318,21605.365063600002
1319,3958.8897536
1320,13889.336587599999
1321,35783.8264116
1322,16237.507073
1323,25761.19255158
1324,18441.458950599997
1325,47538.2528648
1326,149295.2174224
1327,29358.27714308
1328,26807.1338993
1329,19205.486944
1330,23054.3502343
1331,13683.415285300001
1332,35512.6914985
1333,6106.1265268
1334,25899.92293898
1335,20030.1392363
1336,14621.84876048
1337,16495.6681953
1338,9340.384363199999
1339,7909.1470980700005
1340,5286.7415416
1341,40962.09273815
1342,3811.47447937
1343,12113.651752400001
1344,7381.47476187
1345,7437.56761503
1346,1281.652971
1347,7404.02875543
1348,12998.71323177
1349,25027.602773079998
1351,4768.1853706
1400,3689.3895754
1401,3689.3895754
1402,18363.577833620002
1403,7134.00497092
1404,13347.59324622
1405,5160.3794658199995
1406,133916.983863917
1407,173804.815065392
1408,12303.379428619999
1409,19810.48372182
1410,7903.52821411
1413,3575.5735987
1414,9260.139223099999
1415,4754.6911222
1416,4791.303534
1417,732.77843564
1418,4979.37087814
1419,5464.8103177
1420,12060.18964654
1421,9846.60745084
1422,7629.39287366
1500,3847.1113636200002
1501,18221.8945115
1502,6974.14527079
1503,17289.73155442
1504,5354.13489382
1505,4920.32178862
1506,39136.66481544
1507,35490.5628258
1508,6820.77619748
1509,6154.07705222
1510,25900.7409234
1511,7339.0794544
1512,11679.2317845
1515,11085.6574897
1516,3123.0235766
1517,13429.7079818
1518,12520.073030200001
1519,12297.1241577
1520,15787.1823628
1521,14646.8639465
1522,12229.6063559
1525,17237.505726800002
1526,17562.1395451
1527,9638.534432
1528,6768.8431007
1529,3328.6540455
1533,16776.029895
1534,50129.0873977
1535,47792.707379
1536,29528.0062445
1537,86606.4702898
1538,12894.25973072
1539,116390.9820685
1540,76761.72989292
1541,76947.4404732
1542,20066.94840095
1543,91014.13613854
1544,79284.1990552
1545,88347.15019595
1546,12694.85966722
1547,68758.0158646
1548,73843.33052275001
1549,53069.77192632
1550,76344.12789781
1551,16989.87542033
1552,98618.88789212
1553,173758.619059507
1554,27384.856674590003
1555,45126.2275923
1556,34036.8748529
1557,60471.7906207
1558,11107.287743
1559,7965.7868139
1560,2902.1811958000003
1561,2956.0001377
1562,252327.6106278
1563,7187.3955501
1564,4804.53135722
1565,20516.0386927
1566,3351.0580424
1567,10705.9031289
1568,29106.8063327
1569,19217.238801299998
1570,23267.3887573
1571,37705.080474200004
1572,3792.9058541
1573,29927.4686846
1574,14221.6618769
1575,23482.0938774
1576,28046.9979384
1577,16336.6311635
1578,23759.0783643
1581,33150.360671200004
1582,9660.9868665
1583,35079.252999899996
1584,36981.3306522
1585,29670.1082069
1586,34444.7692276
1587,30376.5145005
1588,4656.6139217
1589,49145.2104219
1590,21504.1801218
1591,36193.9484931
1600,354.3849514
1601,2389.094286
1602,205.2454598
1603,394.77280629999996
1604,1045.8856471
1605,179.8953805
1606,865.7012949
1607,9483.8367063
1608,236.7874216
1609,15539.2350854
1612,290.57884608
1613,290.57884608
1614,229.2911926
1615,322.9601346
1616,463.4632515
1617,852.8161537999999
1618,238.9812642
1619,14619.35534529
1620,13629.850898379998
1621,9222.9582006
1622,732.1952186
1623,6782.4315371
1624,15026.92868729
1625,20040.48005718
1626,13390.63249709
1627,22495.18297678
1628,18189.83655859
1629,11730.16215989
1630,22568.66618638
1631,19934.68736299
1632,10530.420028789998
1633,15621.27026379
1634,15081.71677549
1635,19472.83517979
1637,379.3032164
1638,2183.4131562000002
1639,2277.4385586
1640,10334.020874389998
1641,2541.5258375900003
1642,3275.1728
1643,6735.0372225
1644,6440.86332019
1645,5979.4944924
1700,917.79045839
1701,17624.5685108
1702,299.0684531
1703,36697.56282558
1704,5101.3450408
1705,21386.4829271
1706,9619.4457491
1707,1073.237518
1708,3807.7362715
1710,9766.8109752
1711,37194.2100291
1712,29980.5745998
1713,9785.4176475
1714,94149.781863
1715,778.3905656
1716,37490.1057992
1717,2183.8464356
1720,3700.75509
1721,11518.675798
1722,7421.6540780899995
1723,824.1559731
1724,8195.7074732
1725,13197.7814218
1726,33336.419475250004
1729,272.491153
1730,2886.1037087
1731,3094.7458841
1732,8586.8936062
1733,2388.0043536
1734,3031.7554285
1735,542.5527698999999
1736,4015.5195347999997
1739,1494.326468
1740,2013.0735911000002
1741,1730.9139326999998
1742,14014.812791389999
1743,2260.3449693000002
1744,2766.9940992
1745,1295.9373664
1748,556.615942
1749,5491.0428147
1750,1148.9927571
1751,13596.67176249
1752,4701.0024242
1753,13572.34318509
1754,2070.6577449
1755,3203.198884
1800,35268.378136399995
1801,23075.7629073
1802,55866.4201733
1803,105601.3372068
1804,67821.3544812
1805,277350.30179512
1806,365299.82897102
1807,123925.50486648
1808,132550.9050738
1809,153397.62802529
1810,150446.2012734
1811,241285.59040379
1812,234580.34013499
1813,23342.4678204
1814,1758.3371501000001
1815,42990.62963588
1816,19165.577385290002
1817,18787.83466819
1818,33800.43074819
1819,55368.35527169
1820,107193.32460329
1821,20999.15564079
1823,17460.833879290003
1824,19968.71032939
1825,105496.38800109
1826,17241.70387031
1827,13892.719249500002
1828,38359.48652249
1829,51730.1327016
1830,5409.2723628
1831,109823.7599254
1832,155149.1679277
1833,4754.176175
1834,15241.4219136
1835,22657.968725
1836,171664.8566396
1837,225940.1750561
1838,83273.2035257
1839,181481.8340632
1840,90833.5615071
1841,108912.4514475
1842,182931.9769231
1843,146639.4288974
1844,451784.8358774
1845,238179.4957813
1846,291342.0196626
1847,452.3870846
1848,23576.4575873
1849,6829.8905284
1850,239329.219415
1851,19843.7255563
1852,3504.3216078
1853,164738.0386189
1854,185256.1622012
1855,120590.7552512
1856,14196.551366200001
1857,243984.27349308
1900,221769.00128958
1901,11066.4938638
1902,134010.5217947
1903,150799.2819061
1904,75216.9135586
1905,244520.5456639
1906,101572.712853
1907,7810.8507543
1908,166255.5457129
1910,130662.7834471
1911,173065.7787892
1912,177878.7266168
1913,277814.6564171
1914,213204.501743
1915,206855.9568475
1916,325326.7167076
1917,324896.7554323
1918,388447.3301205
1919,359433.2257239
1922,27620.6960651
1923,17924.3791127
1924,16461.750487100002
1925,55154.1686846
1926,120465.331779
1927,117606.7635707
1928,14448.0896376
1929,93551.515034
1930,18449.7863548
1931,17545.85588
1932,5304.8497732000005
1933,17119.154509
1934,18221.7935333
1935,6484.1431252
1936,13528.7743159
1937,5071.3331309000005
1940,408623.6191702
1941,313484.3648837
1942,167045.00952710002
1943,380319.97148988
1944,50796.7207375
1945,519230.3084182
1946,281867.3080415
1947,538819.43768408
1948,463682.00196278
1949,315545.7897277
1950,395326.16096612
1951,574105.02416268
1952,492470.61293198
1953,518554.53456898
1954,396288.97497648
1955,580940.50578488
1956,490525.4342951
1957,540194.62374838
1958,440354.11111698
1959,300112.31100238
1960,575404.92590008
1961,450520.28152428
1962,583696.78992158
1963,586012.69518108
2000,1425.9722474999999
2001,4238.4266919
2002,1425.0547347
2003,1988.7222737999998
2004,3371.1195379
2007,51.87985583
2008,2494.48471156
2009,2494.48471156
2010,616.5950504
2011,89.71329405
2012,279.8578862
2013,191.1882052
2014,603.2131831
2015,1183.4401212
2018,420.1839448
2019,9381.628605200001
2020,2286.5273227
2021,2705.597373
2022,11382.075837800001
2023,9255.7899281
2025,11172.6595823
2026,7375.956133
2027,8119.8082954
2028,18021.24799596
2029,21301.87336096
2030,12937.3771501
2031,10391.7365298
2032,9702.6486148
2033,14668.2809003
2034,12237.0372243
2035,8704.9951169
2036,3197.0280716999996
2037,9502.6773646
2100,5702.0060813
2101,8848.2341548
2102,14994.9866497
2103,25123.143782
2104,10069.219015
2105,18152.7234071
2107,47391.72841650209
2108,908.3049551
2109,8112.010335
2110,8302.9768533
2113,23011.9594512
2114,17217.361606399998
2115,35266.50429930209
2116,17681.730542999998
2117,14694.3254107
2118,19316.271927499998
2119,17014.594730599998
2120,18777.54525610209
2123,2920.6982119
2124,1869.4103424999998
2125,1388.069051
2126,2343.9747595
2127,608.8624651
2128,8474.6465144
